broad_id	compound	moa	target	n_mito_low	n_mito_high	median_lfc_mito_low	median_lfc_mito_high	delta_lfc_low_minus_high	wilcox_p	fdr	target_text	pathway_relevance
BRD-K18619710-001-14-4	digoxigenin	steroid		15	15	-3.30302843001	-1.96140625754	-1.34162217247	0.1844100692216365	1.0	steroid 	other
BRD-K94441233-001-13-0	mevastatin	HMGCR inhibitor	HMGCR	14	13	-0.871275016126	0.449779366506	-1.321054382632	0.007076941978404361	1.0	hmgcr inhibitor hmgcr	other
BRD-K13390322-001-06-3	AT-7519	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CDK6, CDK9	14	15	-4.590827541575	-3.35312993242	-1.237697609155	0.08472204560508317	1.0	cdk inhibitor cdk1, cdk2, cdk4, cdk5, cdk6, cdk9	other
BRD-K67844266-003-01-9	pevonedistat	nedd activating enzyme inhibitor	NAE1, UBA3	15	15	-1.93013288496	-0.82628958874	-1.10384329622	0.1985058531538877	1.0	nedd activating enzyme inhibitor nae1, uba3	other
BRD-K72414522-001-06-7	AZD5438	CDK inhibitor	KCNH2	15	15	-3.41526185535	-2.39708962857	-1.01817222678	0.21337370709311831	1.0	cdk inhibitor kcnh2	other
BRD-K45528773-001-07-2	M-344	HDAC inhibitor		14	13	-4.0248961976299995	-3.06168287972	-0.9632133179099993	0.39576568734555584	1.0	hdac inhibitor 	other
BRD-K92093830-003-30-8	doxorubicin	topoisomerase inhibitor	TOP2A	15	15	-4.25779638767	-3.29796178306	-0.9598346046100001	0.9009714934164412	1.0	topoisomerase inhibitor top2a	other
BRD-K88510285-001-11-1	bortezomib	NFkB pathway inhibitor, proteasome inhibitor	PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA	15	15	-4.6544313316	-3.72418648423	-0.9302448473699996	0.2997583700887151	1.0	nfkb pathway inhibitor, proteasome inhibitor psma1, psma2, psma3, psma4, psma5, psma6, psma7, psma8, psmb1, psmb10, psmb11, psmb2, psmb3, psmb4, psmb5, psmb6, psmb7, psmb8, psmb9, psmd1, psmd2, rela	other
BRD-K42436189-001-01-2	AZ20	ATR kinase inhibitor	ATR, MTOR	15	15	-1.62235298837	-0.709203730403	-0.9131492579670001	0.17106923105635186	1.0	atr kinase inhibitor atr, mtor	prespecified_pathway_related
BRD-K58122457-001-02-2	hesperadin	Aurora kinase inhibitor	AURKB	15	15	-3.5642749687	-2.66313380322	-0.9011411654799999	0.28084201086629845	1.0	aurora kinase inhibitor aurkb	other
BRD-K23363278-001-02-1	CYT-997	tubulin polymerization inhibitor	TUBB	16	15	-2.617084874695	-1.8062804104	-0.8108044642950001	0.8278914966146259	1.0	tubulin polymerization inhibitor tubb	other
BRD-K20463415-300-01-4	LY2606368	CHK inhibitor	CHEK1	16	15	-1.66217189353	-0.863810201339	-0.7983616921910001	0.19890577328380388	1.0	chk inhibitor chek1	other
BRD-A03506276-001-01-5	XL888	HSP inhibitor		15	15	-4.85014839847	-4.05322907616	-0.79691932231	0.1985058531538877	1.0	hsp inhibitor 	other
BRD-K56032964-001-02-1	AP26113	ALK tyrosine kinase receptor inhibitor	ALK, EGFR	15	15	-1.05416911293	-0.263205094608	-0.7909640183219999	0.17106923105635186	1.0	alk tyrosine kinase receptor inhibitor alk, egfr	other
BRD-K87909389-003-03-4	alvocidib	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, EGFR, PYGM	15	15	-3.83980296575	-3.0529417218	-0.7868612439500002	0.22902896662469463	1.0	cdk inhibitor cdk1, cdk2, cdk4, cdk5, cdk6, cdk7, cdk8, cdk9, egfr, pygm	other
BRD-K59456551-001-22-6	methotrexate	dihydrofolate reductase inhibitor	DHFR	14	13	-1.1275959422450001	-0.36243613013	-0.7651598121150002	0.4233159874752107	1.0	dihydrofolate reductase inhibitor dhfr	other
BRD-K78567475-001-01-4	dolastatin-10	tubulin polymerization inhibitor	TUBB	14	15	-1.81249643764	-1.05892041783	-0.7535760198099999	0.23006229802639666	1.0	tubulin polymerization inhibitor tubb	other
BRD-K07955840-001-02-3	PF-05212384	mTOR inhibitor, PI3K inhibitor	MTOR, PIK3CA	15	15	-2.78348532121	-2.04178747751	-0.7416978437000004	0.3195059648919748	1.0	mtor inhibitor, pi3k inhibitor mtor, pik3ca	prespecified_pathway_related
BRD-A25687296-300-04-3	emetine	protein synthesis inhibitor	RPS2	15	15	-3.76231177114	-3.04975794906	-0.7125538220799998	0.22902896662469463	1.0	protein synthesis inhibitor rps2	other
BRD-K13169950-001-14-4	NSC-3852	HDAC inhibitor	HDAC1	15	15	-1.2903647277	-0.584769561894	-0.7055951658060001	0.7715511878155722	1.0	hdac inhibitor hdac1	other
BRD-K69932463-001-10-6	AZD8055	mTOR inhibitor	MTOR	15	14	-3.50436450676	-2.81882760151	-0.6855369052500002	0.2657465520914202	1.0	mtor inhibitor mtor	prespecified_pathway_related
BRD-K58435339-001-03-0	AT13387	HSP antagonist	HSP90AA1	15	15	-3.92706391068	-3.24486872212	-0.6821951885599997	0.4067868333984651	1.0	hsp antagonist hsp90aa1	other
BRD-K45841694-001-11-7	IU1	ubiquitin C-terminal hydrolase inhibitor	USP14	14	13	-0.286937433707	0.390949137969	-0.677886571676	0.001251000300597849	1.0	ubiquitin c-terminal hydrolase inhibitor usp14	other
BRD-K03063480-001-05-8	PF-477736	CHK inhibitor	CHEK1, CHEK2	16	15	-1.7752936831150001	-1.10178378294	-0.6735099001750002	0.1184353925426306	1.0	chk inhibitor chek1, chek2	other
BRD-K40496271-396-01-1	eltrombopag	thrombopoietin receptor agonist	MPL	14	13	-0.10159945401985	0.566349513891	-0.66794896791085	0.1820500814244328	1.0	thrombopoietin receptor agonist mpl	other
BRD-K96159438-001-06-3	adefovir-dipivoxil	DNA polymerase inhibitor		14	15	-0.672668051227	-0.0153576889081	-0.6573103623189	0.5268434347302196	1.0	dna polymerase inhibitor 	other
BRD-K96104201-001-01-5	azalomycin-b	bacterial 50S ribosomal subunit inhibitor		15	15	-4.05653617084	-3.40574925985	-0.6507869109900004	1.0	1.0	bacterial 50s ribosomal subunit inhibitor 	other
BRD-K61195623-001-01-4	combretastatin-A-4	tubulin polymerization inhibitor		15	15	-2.84939398485	-2.20236965943	-0.6470243254199999	0.11498741920155964	1.0	tubulin polymerization inhibitor 	other
BRD-K68346641-001-01-4	amsacrine	topoisomerase inhibitor	KCNH2, TOP2A	15	14	-2.15388976217	-1.524761726365	-0.629128035805	0.23006229802639666	1.0	topoisomerase inhibitor kcnh2, top2a	other
BRD-K39841531-001-02-1	TG-101209	JAK inhibitor	JAK2, JAK3	15	15	-1.30070813831	-0.677651563343	-0.6230565749670001	0.4067868333984651	1.0	jak inhibitor jak2, jak3	other
BRD-A64242993-001-05-6	lanatoside-c	cardiac glycoside		15	15	-3.52686650106	-2.9105618625	-0.6163046385600004	0.7089232340537643	1.0	cardiac glycoside 	other
BRD-K21025364-001-04-9	NVP-TAE226	protein tyrosine kinase inhibitor	PTK2	14	13	-2.127360526975	-1.51512382953	-0.612236697445	0.827142619238411	1.0	protein tyrosine kinase inhibitor ptk2	other
BRD-K63068307-001-08-9	ZSTK-474	PI3K inhibitor	PIK3CB, PIK3CD, PIK3CG	15	15	-1.09134747909	-0.479139105916	-0.612208373174	0.3400858902842717	1.0	pi3k inhibitor pik3cb, pik3cd, pik3cg	prespecified_pathway_related
BRD-K21937671-001-09-2	loxistatin-acid	cysteine peptidase inhibitor	CTSB	13	13	-0.75678373449	-0.146015508677	-0.610768225813	0.06486987027995908	1.0	cysteine peptidase inhibitor ctsb	other
BRD-K78177893-001-02-4	A-674563	AKT inhibitor	AKT1, PKIA, PRKACA	15	15	-4.50851143331	-3.91159643428	-0.59691499903	0.26275304114766074	1.0	akt inhibitor akt1, pkia, prkaca	prespecified_pathway_related
BRD-K24715592-406-02-1	ethacridine-lactate-monohydrate	DNA intercalating agent		14	13	-1.0312271873215	-0.436314294299	-0.5949128930225001	0.4233159874752107	1.0	dna intercalating agent 	other
BRD-K00317371-001-06-1	RITA	MDM inhibitor	MDM2	14	13	-1.53553929642	-0.950585135323	-0.584954161097	0.2344826070931848	1.0	mdm inhibitor mdm2	other
BRD-K14175878-001-01-6	MK-0812	CC chemokine receptor antagonist	CCR2	14	13	-0.5951313344095	-0.0207759326219	-0.5743554017875999	0.0052666686477406775	1.0	cc chemokine receptor antagonist ccr2	other
BRD-K73982490-001-02-9	BI-78D3	JNK inhibitor	MAPK8	14	15	-1.800104370485	-1.22924141581	-0.5708629546749999	0.9825901131969854	1.0	jnk inhibitor mapk8	other
BRD-K37379014-001-01-2	filanesib	kinesin inhibitor, kinesin-like spindle protein inhibitor	KIF11	15	14	-3.72899756975	-3.1597208665	-0.5692767032500003	0.498738821650313	1.0	kinesin inhibitor, kinesin-like spindle protein inhibitor kif11	other
BRD-K29254801-001-14-7	thiram		JAK2	15	15	-1.86043427769	-1.29389047879	-0.5665437989	0.7715511878155722	1.0	 jak2	other
BRD-K41859756-001-06-8	NVP-AUY922	HSP inhibitor	HSP90AA1, HSP90AB1	15	15	-2.85858628338	-2.3035532367	-0.5550330466800002	0.6186695570822622	1.0	hsp inhibitor hsp90aa1, hsp90ab1	other
BRD-K25340465-001-11-1	OSI-930	KIT inhibitor, VEGFR inhibitor	KDR, KIT	14	13	-1.1401054905799999	-0.585201909506	-0.5549035810739998	0.4519575760931084	1.0	kit inhibitor, vegfr inhibitor kdr, kit	other
BRD-K99113996-001-02-0	AZD2014	mTOR inhibitor	MTOR	16	15	-1.83627643643	-1.28184370577	-0.5544327306599999	0.6494132869819362	1.0	mtor inhibitor mtor	prespecified_pathway_related
BRD-A28970875-300-04-9	puromycin	protein synthesis inhibitor	NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1	14	13	-3.51235149078	-2.97242159289	-0.53992989789	0.7524427599988597	1.0	protein synthesis inhibitor nhp2l1, rpl10l, rpl11, rpl13a, rpl15, rpl19, rpl23, rpl23a, rpl26l1, rpl3, rpl37, rpl8, rsl24d1	other
BRD-K03601870-001-01-2	ixabepilone	microtubule stabilizing agent	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8	15	15	-3.37428464665	-2.83823100049	-0.5360536461600001	0.3400858902842717	1.0	microtubule stabilizing agent tuba1a, tuba1b, tuba1c, tuba3c, tuba3d, tuba3e, tuba4a, tubb, tubb1, tubb2a, tubb2b, tubb3, tubb4a, tubb4b, tubb6, tubb8	other
BRD-K97101532-001-02-8	tezacaftor	CFTR channel agonist		16	15	-0.36552739321	0.169052634618	-0.534580027828	0.008572622724026497	1.0	cftr channel agonist 	other
BRD-A68969091-001-12-7	echinomycin	DNA intercalating agent		14	15	-4.040990623955	-3.51395377413	-0.5270368498250004	0.9825901131969854	1.0	dna intercalating agent 	other
BRD-K97752965-001-16-4	nicorandil	nitric oxide donor, potassium channel activator	KCNJ11	14	13	-0.643042933914	-0.116397685403	-0.526645248511	0.11477248163567938	1.0	nitric oxide donor, potassium channel activator kcnj11	other
BRD-K69650333-003-14-0	idarubicin	topoisomerase inhibitor	TOP2A	15	14	-4.53946425925	-4.01303165327	-0.5264326059800002	0.28494907768465494	1.0	topoisomerase inhibitor top2a	other
BRD-K77554836-001-11-6	triamcinolone	glucocorticoid receptor agonist	NR3C1, SERPINA6	14	13	-0.62560342948	-0.101738409196	-0.5238650202840001	0.06172624233514096	1.0	glucocorticoid receptor agonist nr3c1, serpina6	other
BRD-K83699324-001-01-1	NMS-1286937	PLK inhibitor	FLT3, PLK1, PLK2, PLK3	14	15	-3.45187772408	-2.93534847125	-0.5165292528299998	0.498738821650313	1.0	plk inhibitor flt3, plk1, plk2, plk3	other
BRD-K11927976-050-02-9	ER-27319	mediator release inhibitor, SYK inhibitor	SYK	14	15	-4.265774951915001	-3.75600529744	-0.5097696544750008	0.28494907768465494	1.0	mediator release inhibitor, syk inhibitor syk	other
BRD-K03289018-001-02-7	CCT137690	Aurora kinase inhibitor	AURKA, AURKB, AURKC	15	15	-1.65208832631	-1.14710732774	-0.50498099857	0.6186695570822622	1.0	aurora kinase inhibitor aurka, aurkb, aurkc	other
BRD-K31866293-001-01-6	TAK-632	RAF inhibitor	BRAF	15	15	-0.453328210833	0.0493744591232	-0.5027026699562	0.21337370709311831	1.0	raf inhibitor braf	other
BRD-K95573441-001-01-2	PFK-015	phosphofructokinase inhibitor	PFKFB3	15	15	-1.48025064182	-0.978998821191	-0.5012518206290001	0.9669147771731937	1.0	phosphofructokinase inhibitor pfkfb3	other
BRD-K04701033-001-04-7	VE-822	ATR kinase inhibitor	ATM, ATR, MTOR, PIK3CG	16	15	-0.5615803576780001	-0.061283930399	-0.500296427279	0.24357810494667897	1.0	atr kinase inhibitor atm, atr, mtor, pik3cg	prespecified_pathway_related
BRD-A81129465-001-03-8	fenoprofen	prostaglandin inhibitor	PTGS1, PTGS2, SLC5A8	14	13	-0.600914383453	-0.101263372719	-0.499651010734	0.27490406320117466	1.0	prostaglandin inhibitor ptgs1, ptgs2, slc5a8	other
BRD-K61496577-001-19-4	flumethasone	glucocorticoid receptor agonist	NR3C1, PLA2G1B	16	15	-0.135347541047	0.361242451034	-0.49658999208099996	0.00532383534154151	1.0	glucocorticoid receptor agonist nr3c1, pla2g1b	other
BRD-K10362825-001-03-4	teniposide	topoisomerase inhibitor	TOP2A, TOP2B	14	13	-2.46433143561	-1.96784597761	-0.4964854580000002	0.3440159425802912	1.0	topoisomerase inhibitor top2a, top2b	other
BRD-K13094524-001-07-5	PFI-1	bromodomain inhibitor	BRD4	14	13	-0.03112294350005	0.464180425881	-0.49530336938105	0.4519575760931084	1.0	bromodomain inhibitor brd4	other
BRD-K18849474-001-04-4	dalcetrapib	cholesteryl ester transfer protein inhibitor	CETP	14	13	-0.215329740732	0.276447576607	-0.491777317339	0.10402917405726314	1.0	cholesteryl ester transfer protein inhibitor cetp	other
BRD-K57886322-001-16-6	fluocinonide	glucocorticoid receptor agonist	NR3C1, SERPINA6, SMO	16	15	-0.2719331520875	0.217711932366	-0.4896450844535	0.04591348784166741	1.0	glucocorticoid receptor agonist nr3c1, serpina6, smo	other
BRD-K73589401-001-23-6	corticosterone	mineralocorticoid receptor agonist	HSD11B1, NCOA1, NR3C2	15	15	-0.120356925905	0.366407635559	-0.48676456146400005	0.020191414969204246	1.0	mineralocorticoid receptor agonist hsd11b1, ncoa1, nr3c2	other
BRD-A08660406-001-05-9	iodixanol	radiopaque medium		12	12	-0.6655707945195	-0.18961369043045	-0.47595710408904995	0.14095521914437145	1.0	radiopaque medium 	other
BRD-K07612980-001-05-3	sparfloxacin	bacterial DNA gyrase inhibitor	TOP2A	14	13	-3.309876865005	-2.83887881755	-0.4709980474550002	0.48166365977248615	1.0	bacterial dna gyrase inhibitor top2a	other
BRD-A11815689-001-01-1	proscillaridin-a			15	15	-4.05955960875	-3.59312056368	-0.46643904507	0.48073111045562256	1.0	 	other
BRD-K13183738-317-10-2	pentamidine	anti-pneumocystis agent	TRDMT1	15	15	-0.635229334236	-0.169338731028	-0.465890603208	0.3614963660708982	1.0	anti-pneumocystis agent trdmt1	other
BRD-K78960041-001-03-2	oxaliplatin	DNA inhibitor		14	13	-1.0806686829449998	-0.617543700016	-0.46312498292899984	0.3198402344047556	1.0	dna inhibitor 	other
BRD-K47878171-086-06-0	bephenium-hydroxynaphthoate	anthelmintic agent		15	14	-0.0510882493294	0.40833685233899997	-0.45942510166839995	0.002091849289008437	1.0	anthelmintic agent 	other
BRD-K33622447-066-01-9	abemaciclib	CDK inhibitor	CDK4, CDK6	15	15	-0.0806294555034	0.37576096901	-0.4563904245134	0.6186695570822622	1.0	cdk inhibitor cdk4, cdk6	other
BRD-K60348325-065-09-9	brilliant-green			14	15	-4.65279435944	-4.19931431701	-0.45348004242999984	0.9478034802354203	1.0	 	other
BRD-A35588707-001-05-5	teniposide	topoisomerase inhibitor	TOP2A, TOP2B	15	15	-2.75871133636	-2.30569448673	-0.45301684963	0.38373262766250305	1.0	topoisomerase inhibitor top2a, top2b	other
BRD-K64890080-001-13-8	BI-2536	PLK inhibitor	BRD4, PLK1, PLK2, PLK3	14	15	-2.293607268405	-1.84296595115	-0.4506413172550001	0.7434206976952524	1.0	plk inhibitor brd4, plk1, plk2, plk3	other
BRD-K83257731-003-23-5	chloropyramine	histamine receptor antagonist	HRH1	15	15	-1.83191877813	-1.38248561903	-0.44943315910000003	0.8034625743147712	1.0	histamine receptor antagonist hrh1	other
BRD-K28307902-001-21-7	flutamide	androgen receptor antagonist	AHR, AR	15	14	-0.246758264994	0.201282060051	-0.448040325045	0.0636173544421638	1.0	androgen receptor antagonist ahr, ar	other
BRD-K81197548-003-01-4	NSC-632839	ubiquitin specific protease inhibitor	SENP2, USP1, USP2, USP7	15	15	-2.29662447588	-1.85352448646	-0.44309998941999984	0.5338294217441396	1.0	ubiquitin specific protease inhibitor senp2, usp1, usp2, usp7	other
BRD-K36889451-001-01-1	tetramethylthiuram-monosulfide			14	15	-2.14106783096	-1.69858705818	-0.44248077278	0.28494907768465494	1.0	 	other
BRD-K45293975-001-02-0	7-hydroxystaurosporine	CDK inhibitor, CHK inhibitor, PKC inhibitor	CHEK1, MARK3, PDPK1	14	15	-3.641950839345	-3.20078566486	-0.44116517448500003	0.21355772865776912	1.0	cdk inhibitor, chk inhibitor, pkc inhibitor chek1, mark3, pdpk1	other
BRD-K66538826-001-07-2	amuvatinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor	KIT, MET	14	15	-0.007931036430450001	0.432859544709	-0.44079058113945	0.04241488053789996	1.0	flt3 inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, rad51 inhibitor, ret tyrosine kinase inhibitor kit, met	other
BRD-K01669786-001-02-2	triapine	ribonucleotide reductase inhibitor	RRM1, RRM2	14	13	-1.037862261213	-0.597519965463	-0.44034229574999995	0.27490406320117466	1.0	ribonucleotide reductase inhibitor rrm1, rrm2	other
BRD-K60025295-003-06-6	crystal-violet	other antibiotic		15	15	-2.61324610196	-2.17295962792	-0.4402864740400001	0.8357050269952793	1.0	other antibiotic 	other
BRD-K39983086-001-06-1	loteprednol	glucocorticoid receptor agonist, phospholipase inhibitor	NR3C1	13	12	-0.0182307773956	0.41964222268249995	-0.4378730000780999	0.20116781630321023	1.0	glucocorticoid receptor agonist, phospholipase inhibitor nr3c1	other
BRD-K59325863-001-03-6	delanzomib	proteasome inhibitor	CMA1, CTSG, CYP3A4, ELANE	14	13	-4.22929249555	-3.80178865908	-0.4275038364700001	0.865134745405447	1.0	proteasome inhibitor cma1, ctsg, cyp3a4, elane	other
BRD-K00152668-001-01-5	adarotene	retinoid receptor agonist	RARB, RARG	15	15	-4.43322349027	-4.00577932052	-0.4274441697499993	1.0	1.0	retinoid receptor agonist rarb, rarg	other
BRD-K76304753-003-21-1	phenazopyridine	local anesthetic	SCN1A	14	13	-0.2305432538405	0.195865654274	-0.4264089081145	0.11477248163567938	1.0	local anesthetic scn1a	other
BRD-A79981887-003-16-4	midodrine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D	16	15	-0.6942571383830001	-0.26848747938	-0.42576965900300007	0.07209061785053761	1.0	adrenergic receptor agonist adra1a, adra1b, adra1d	other
BRD-K49669041-001-08-4	BX-912	pyruvate dehydrogenase kinase inhibitor	CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1	15	14	0.219552425405	0.645011047016	-0.425458621611	0.7434206976952524	1.0	pyruvate dehydrogenase kinase inhibitor cdk2, chek1, gsk3b, kdr, pdk1, pdpk1	other
BRD-K33814251-001-02-2	lubiprostone	chloride channel activator	CLCN2	14	15	0.019527662989325	0.444394178588	-0.424866515598675	0.019547003365170023	1.0	chloride channel activator clcn2	other
BRD-A21607826-003-05-1	medetomidine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C	15	14	0.1407819667	0.565371940533	-0.424589973833	0.02752429546398351	1.0	adrenergic receptor agonist adra1a, adra1b, adra1d, adra2a, adra2b, adra2c	other
BRD-K09255212-001-16-6	clioquinol	chelating agent	OPRK1	14	13	-0.2228007770275	0.199188546794	-0.4219893238215	0.024041438830608542	1.0	chelating agent oprk1	other
BRD-A02180903-001-04-5	betamethasone	glucocorticoid receptor agonist	NR3C1	15	15	0.027408997225	0.446813954204	-0.419404956979	0.43064798984807773	1.0	glucocorticoid receptor agonist nr3c1	other
BRD-K79131256-001-17-9	albendazole	tubulin polymerization inhibitor	TUBA1A, TUBB, TUBB4B	16	15	-1.8791102437	-1.45982835609	-0.41928188760999996	0.5400804783898523	1.0	tubulin polymerization inhibitor tuba1a, tubb, tubb4b	other
BRD-K85337334-004-02-6	otilonium	acetylcholine receptor antagonist	CACNA1C	14	13	-0.3324720348215	0.0843752681469	-0.4168473029684	0.007076941978404361	1.0	acetylcholine receptor antagonist cacna1c	other
BRD-K40255344-001-17-6	tyrphostin-A9	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor		16	15	-0.43136070657799996	-0.0171394166746	-0.41422128990339996	0.6494132869819362	1.0	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor 	other
BRD-K57754230-001-02-7	EPZ005687	histone lysine methyltransferase inhibitor	EZH2	15	15	-0.304668245387	0.109171588263	-0.41383983365	0.13538211004560674	1.0	histone lysine methyltransferase inhibitor ezh2	other
BRD-K21528677-001-02-8	desonide	glucocorticoid receptor agonist	NR3C1, PLA2G1B	14	13	-1.0169219203114999	-0.605812337603	-0.41110958270849984	0.48166365977248615	1.0	glucocorticoid receptor agonist nr3c1, pla2g1b	other
BRD-A26711594-003-10-6	nicardipine	calcium channel blocker	ADORA3, ADRA1A, ADRA1B, ADRA1D, CACNA1C, CACNA1D, CACNA2D1, CACNB2, CALM1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, PDE1A, PDE1B	16	15	-0.242314932539	0.168184805799	-0.410499738338	0.6781060747462503	1.0	calcium channel blocker adora3, adra1a, adra1b, adra1d, cacna1c, cacna1d, cacna2d1, cacnb2, calm1, chrm1, chrm2, chrm3, chrm4, chrm5, pde1a, pde1b	other
BRD-A74975734-004-10-7	homatropine	acetylcholine receptor antagonist	CES1, CHRM1	15	15	-0.380527623188	0.0262029438353	-0.40673056702329996	0.004209946028667896	1.0	acetylcholine receptor antagonist ces1, chrm1	other
BRD-K89072800-001-01-8	2-TEDC	lipoxygenase inhibitor	ALOX12	15	15	0.0477457254348	0.453389373467	-0.4056436480322	0.02792505735330741	1.0	lipoxygenase inhibitor alox12	other
BRD-K24556098-001-16-7	deoxycorticosterone-acetate	progestogen hormone	NR3C2	14	13	-0.1747682122675	0.229266556261	-0.4040347685285	0.4233159874752107	1.0	progestogen hormone nr3c2	other
BRD-K54936858-001-01-6	DMP-777	elastase inhibitor	MPO	14	13	-0.4161416721615	-0.015237427345	-0.4009042448165	0.0347819484147747	1.0	elastase inhibitor mpo	other
BRD-K81839095-001-25-1	estrone	estrogen receptor agonist, estrogenic hormone	ESR1, ESR2	14	13	-0.298845426988	0.10139259413	-0.400238021118	0.15228075837759505	1.0	estrogen receptor agonist, estrogenic hormone esr1, esr2	other
BRD-K60237333-001-27-1	niacin	NAD precursor, vitamin B	DGAT2, HCAR1, HCAR2, HCAR3, NNMT, QPRT	15	15	-0.448060122651	-0.0487199753645	-0.39934014728649997	0.9669147771731937	1.0	nad precursor, vitamin b dgat2, hcar1, hcar2, hcar3, nnmt, qprt	other
BRD-K99545815-001-06-3	PF-562271	focal adhesion kinase inhibitor	PTK2, PTK2B	16	15	-0.8618506372665	-0.462683621627	-0.3991670156395	0.8588186957821996	1.0	focal adhesion kinase inhibitor ptk2, ptk2b	other
BRD-K88568253-011-19-9	iproniazid	monoamine oxidase inhibitor	MAOA, MAOB	14	15	-0.9556478746504999	-0.557008920752	-0.3986389538984999	0.5853789284609614	1.0	monoamine oxidase inhibitor maoa, maob	other
BRD-K50631926-001-02-3	PIK-294	PI3K inhibitor	PIK3CB, PIK3CD, PIK3CG	15	15	-0.313138096725	0.084426106489	-0.397564203214	0.24548500120312422	1.0	pi3k inhibitor pik3cb, pik3cd, pik3cg	prespecified_pathway_related
BRD-K89014967-001-04-3	AS-703026	MEK inhibitor	MAP2K1, MAP2K2	15	15	-1.70218077725	-1.30897110791	-0.39320966934	0.8682259903524354	1.0	mek inhibitor map2k1, map2k2	other
BRD-K28824103-001-02-8	genipin	choleretic agent		14	13	0.4668051278245	0.859191271272	-0.3923861434475	0.2344826070931848	1.0	choleretic agent 	other
BRD-K33588785-001-01-9	obidoxime	cholinesterase reactivator	ACHE	15	15	-0.523113157277	-0.133586885024	-0.389526272253	0.1844100692216365	1.0	cholinesterase reactivator ache	other
BRD-A22143024-231-03-8	estropipate	estrogen receptor agonist	ESR1, ESR2	15	15	0.00182674394977	0.389857171305	-0.38803042735523	0.11498741920155964	1.0	estrogen receptor agonist esr1, esr2	other
BRD-A99117172-065-04-0	hydroxychloroquine	antimalarial agent	TLR7, TLR9	15	15	-0.273891092549	0.11209857735	-0.385989669899	0.0009058485425290966	1.0	antimalarial agent tlr7, tlr9	other
BRD-A12230535-001-06-7	nutlin-3	MDM inhibitor	MDM2, TP53	14	13	0.007760744157795	0.393518752405	-0.385758008247205	0.15228075837759505	1.0	mdm inhibitor mdm2, tp53	other
BRD-K81332461-001-01-4	maxacalcitol	vitamin D receptor agonist	VDR	14	13	-0.1477866169605	0.237129813401	-0.38491643036150003	0.2159322942283799	1.0	vitamin d receptor agonist vdr	other
BRD-K60567437-001-10-2	dimpylate	acetylcholinesterase inhibitor	ACHE	14	15	-0.06716785501425	0.316665468379	-0.38383332339325	0.04705744628217285	1.0	acetylcholinesterase inhibitor ache	other
BRD-K15409150-001-05-8	penfluridol	T-type calcium channel blocker	CACNA1G	14	13	-1.14196656055	-0.758307043235	-0.38365951731500003	0.610384513874678	1.0	t-type calcium channel blocker cacna1g	other
BRD-K26005076-001-12-8	gramine	norepinephrine reputake inhibitor		15	15	-0.326739225787	0.0537279239736	-0.3804671497606	0.14657603430900068	1.0	norepinephrine reputake inhibitor 	other
BRD-K12184916-001-15-4	NVP-BEZ235	mTOR inhibitor, PI3K inhibitor	ATR, MTOR, PIK3CA, PIK3CD, PIK3CG	15	15	-1.62948840005	-1.25203723522	-0.3774511648300001	0.6186695570822622	1.0	mtor inhibitor, pi3k inhibitor atr, mtor, pik3ca, pik3cd, pik3cg	prespecified_pathway_related
BRD-K38473998-001-02-0	cilomilast	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4D	14	15	-0.028367763595550002	0.346184289834	-0.37455205342955	0.052120248298436415	1.0	phosphodiesterase inhibitor pde4a, pde4b, pde4d	other
BRD-K98203492-003-04-1	GSK-J4	histone lysine demethylase inhibitor	KDM6A, KDM6B	15	14	-0.174478232674	0.19691494442649998	-0.3713931771005	0.3480712878701422	1.0	histone lysine demethylase inhibitor kdm6a, kdm6b	other
