broad_id	compound	moa	target	n_mito_low	n_mito_high	median_lfc_mito_low	median_lfc_mito_high	delta_lfc_low_minus_high	wilcox_p	fdr	target_text	pathway_relevance	test_family
BRD-K18619710-001-14-4	digoxigenin	steroid		15	15	-3.30302843001	-1.96140625754	-1.34162217247	0.1844100692216365	1.0	steroid 	other	BH across all 4,686 tested PRISM compounds
BRD-K94441233-001-13-0	mevastatin	HMGCR inhibitor	HMGCR	14	13	-0.871275016126	0.449779366506	-1.321054382632	0.0070769419784043	1.0	hmgcr inhibitor hmgcr	other	BH across all 4,686 tested PRISM compounds
BRD-K13390322-001-06-3	AT-7519	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CDK6, CDK9	14	15	-4.590827541575	-3.35312993242	-1.237697609155	0.0847220456050831	1.0	cdk inhibitor cdk1, cdk2, cdk4, cdk5, cdk6, cdk9	other	BH across all 4,686 tested PRISM compounds
BRD-K67844266-003-01-9	pevonedistat	nedd activating enzyme inhibitor	NAE1, UBA3	15	15	-1.93013288496	-0.82628958874	-1.10384329622	0.1985058531538877	1.0	nedd activating enzyme inhibitor nae1, uba3	other	BH across all 4,686 tested PRISM compounds
BRD-K72414522-001-06-7	AZD5438	CDK inhibitor	KCNH2	15	15	-3.41526185535	-2.39708962857	-1.01817222678	0.2133737070931183	1.0	cdk inhibitor kcnh2	other	BH across all 4,686 tested PRISM compounds
BRD-K45528773-001-07-2	M-344	HDAC inhibitor		14	13	-4.02489619763	-3.06168287972	-0.9632133179099992	0.3957656873455558	1.0	hdac inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K92093830-003-30-8	doxorubicin	topoisomerase inhibitor	TOP2A	15	15	-4.25779638767	-3.29796178306	-0.95983460461	0.9009714934164412	1.0	topoisomerase inhibitor top2a	other	BH across all 4,686 tested PRISM compounds
BRD-K88510285-001-11-1	bortezomib	NFkB pathway inhibitor, proteasome inhibitor	PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA	15	15	-4.6544313316	-3.72418648423	-0.9302448473699996	0.2997583700887151	1.0	nfkb pathway inhibitor, proteasome inhibitor psma1, psma2, psma3, psma4, psma5, psma6, psma7, psma8, psmb1, psmb10, psmb11, psmb2, psmb3, psmb4, psmb5, psmb6, psmb7, psmb8, psmb9, psmd1, psmd2, rela	other	BH across all 4,686 tested PRISM compounds
BRD-K42436189-001-01-2	AZ20	ATR kinase inhibitor	ATR, MTOR	15	15	-1.62235298837	-0.709203730403	-0.913149257967	0.1710692310563518	1.0	atr kinase inhibitor atr, mtor	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-K58122457-001-02-2	hesperadin	Aurora kinase inhibitor	AURKB	15	15	-3.5642749687	-2.66313380322	-0.90114116548	0.2808420108662984	1.0	aurora kinase inhibitor aurkb	other	BH across all 4,686 tested PRISM compounds
BRD-K23363278-001-02-1	CYT-997	tubulin polymerization inhibitor	TUBB	16	15	-2.617084874695	-1.8062804104	-0.8108044642950001	0.8278914966146259	1.0	tubulin polymerization inhibitor tubb	other	BH across all 4,686 tested PRISM compounds
BRD-K20463415-300-01-4	LY2606368	CHK inhibitor	CHEK1	16	15	-1.66217189353	-0.863810201339	-0.7983616921910001	0.1989057732838038	1.0	chk inhibitor chek1	other	BH across all 4,686 tested PRISM compounds
BRD-A03506276-001-01-5	XL888	HSP inhibitor		15	15	-4.85014839847	-4.05322907616	-0.79691932231	0.1985058531538877	1.0	hsp inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K56032964-001-02-1	AP26113	ALK tyrosine kinase receptor inhibitor	ALK, EGFR	15	15	-1.05416911293	-0.263205094608	-0.7909640183219999	0.1710692310563518	1.0	alk tyrosine kinase receptor inhibitor alk, egfr	other	BH across all 4,686 tested PRISM compounds
BRD-K87909389-003-03-4	alvocidib	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, EGFR, PYGM	15	15	-3.83980296575	-3.0529417218	-0.7868612439500002	0.2290289666246946	1.0	cdk inhibitor cdk1, cdk2, cdk4, cdk5, cdk6, cdk7, cdk8, cdk9, egfr, pygm	other	BH across all 4,686 tested PRISM compounds
BRD-K59456551-001-22-6	methotrexate	dihydrofolate reductase inhibitor	DHFR	14	13	-1.127595942245	-0.36243613013	-0.7651598121150002	0.4233159874752107	1.0	dihydrofolate reductase inhibitor dhfr	other	BH across all 4,686 tested PRISM compounds
BRD-K78567475-001-01-4	dolastatin-10	tubulin polymerization inhibitor	TUBB	14	15	-1.81249643764	-1.05892041783	-0.7535760198099999	0.2300622980263966	1.0	tubulin polymerization inhibitor tubb	other	BH across all 4,686 tested PRISM compounds
BRD-K07955840-001-02-3	PF-05212384	mTOR inhibitor, PI3K inhibitor	MTOR, PIK3CA	15	15	-2.78348532121	-2.04178747751	-0.7416978437000004	0.3195059648919748	1.0	mtor inhibitor, pi3k inhibitor mtor, pik3ca	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-A25687296-300-04-3	emetine	protein synthesis inhibitor	RPS2	15	15	-3.76231177114	-3.04975794906	-0.7125538220799998	0.2290289666246946	1.0	protein synthesis inhibitor rps2	other	BH across all 4,686 tested PRISM compounds
BRD-K13169950-001-14-4	NSC-3852	HDAC inhibitor	HDAC1	15	15	-1.2903647277	-0.584769561894	-0.7055951658060001	0.7715511878155722	1.0	hdac inhibitor hdac1	other	BH across all 4,686 tested PRISM compounds
BRD-K69932463-001-10-6	AZD8055	mTOR inhibitor	MTOR	15	14	-3.50436450676	-2.81882760151	-0.6855369052500002	0.2657465520914202	1.0	mtor inhibitor mtor	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-K58435339-001-03-0	AT13387	HSP antagonist	HSP90AA1	15	15	-3.92706391068	-3.24486872212	-0.6821951885599997	0.4067868333984651	1.0	hsp antagonist hsp90aa1	other	BH across all 4,686 tested PRISM compounds
BRD-K45841694-001-11-7	IU1	ubiquitin C-terminal hydrolase inhibitor	USP14	14	13	-0.286937433707	0.390949137969	-0.677886571676	0.0012510003005978	1.0	ubiquitin c-terminal hydrolase inhibitor usp14	other	BH across all 4,686 tested PRISM compounds
BRD-K03063480-001-05-8	PF-477736	CHK inhibitor	CHEK1, CHEK2	16	15	-1.775293683115	-1.10178378294	-0.6735099001750002	0.1184353925426306	1.0	chk inhibitor chek1, chek2	other	BH across all 4,686 tested PRISM compounds
BRD-K40496271-396-01-1	eltrombopag	thrombopoietin receptor agonist	MPL	14	13	-0.10159945401985	0.566349513891	-0.66794896791085	0.1820500814244328	1.0	thrombopoietin receptor agonist mpl	other	BH across all 4,686 tested PRISM compounds
BRD-K96159438-001-06-3	adefovir-dipivoxil	DNA polymerase inhibitor		14	15	-0.672668051227	-0.0153576889081	-0.6573103623189	0.5268434347302196	1.0	dna polymerase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K96104201-001-01-5	azalomycin-b	bacterial 50S ribosomal subunit inhibitor		15	15	-4.05653617084	-3.40574925985	-0.6507869109900004	1.0	1.0	bacterial 50s ribosomal subunit inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K61195623-001-01-4	combretastatin-A-4	tubulin polymerization inhibitor		15	15	-2.84939398485	-2.20236965943	-0.6470243254199999	0.1149874192015596	1.0	tubulin polymerization inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K68346641-001-01-4	amsacrine	topoisomerase inhibitor	KCNH2, TOP2A	15	14	-2.15388976217	-1.524761726365	-0.629128035805	0.2300622980263966	1.0	topoisomerase inhibitor kcnh2, top2a	other	BH across all 4,686 tested PRISM compounds
BRD-K39841531-001-02-1	TG-101209	JAK inhibitor	JAK2, JAK3	15	15	-1.30070813831	-0.677651563343	-0.6230565749670001	0.4067868333984651	1.0	jak inhibitor jak2, jak3	other	BH across all 4,686 tested PRISM compounds
BRD-A64242993-001-05-6	lanatoside-c	cardiac glycoside		15	15	-3.52686650106	-2.9105618625	-0.6163046385600004	0.7089232340537643	1.0	cardiac glycoside 	other	BH across all 4,686 tested PRISM compounds
BRD-K21025364-001-04-9	NVP-TAE226	protein tyrosine kinase inhibitor	PTK2	14	13	-2.127360526975	-1.51512382953	-0.612236697445	0.827142619238411	1.0	protein tyrosine kinase inhibitor ptk2	other	BH across all 4,686 tested PRISM compounds
BRD-K63068307-001-08-9	ZSTK-474	PI3K inhibitor	PIK3CB, PIK3CD, PIK3CG	15	15	-1.09134747909	-0.479139105916	-0.612208373174	0.3400858902842717	1.0	pi3k inhibitor pik3cb, pik3cd, pik3cg	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-K21937671-001-09-2	loxistatin-acid	cysteine peptidase inhibitor	CTSB	13	13	-0.75678373449	-0.146015508677	-0.610768225813	0.064869870279959	1.0	cysteine peptidase inhibitor ctsb	other	BH across all 4,686 tested PRISM compounds
BRD-K78177893-001-02-4	A-674563	AKT inhibitor	AKT1, PKIA, PRKACA	15	15	-4.50851143331	-3.91159643428	-0.59691499903	0.2627530411476607	1.0	akt inhibitor akt1, pkia, prkaca	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-K24715592-406-02-1	ethacridine-lactate-monohydrate	DNA intercalating agent		14	13	-1.0312271873215	-0.436314294299	-0.5949128930225001	0.4233159874752107	1.0	dna intercalating agent 	other	BH across all 4,686 tested PRISM compounds
BRD-K00317371-001-06-1	RITA	MDM inhibitor	MDM2	14	13	-1.53553929642	-0.950585135323	-0.584954161097	0.2344826070931848	1.0	mdm inhibitor mdm2	other	BH across all 4,686 tested PRISM compounds
BRD-K14175878-001-01-6	MK-0812	CC chemokine receptor antagonist	CCR2	14	13	-0.5951313344095	-0.0207759326219	-0.5743554017875999	0.0052666686477406	1.0	cc chemokine receptor antagonist ccr2	other	BH across all 4,686 tested PRISM compounds
BRD-K73982490-001-02-9	BI-78D3	JNK inhibitor	MAPK8	14	15	-1.800104370485	-1.22924141581	-0.5708629546749999	0.9825901131969854	1.0	jnk inhibitor mapk8	other	BH across all 4,686 tested PRISM compounds
BRD-K37379014-001-01-2	filanesib	kinesin inhibitor, kinesin-like spindle protein inhibitor	KIF11	15	14	-3.72899756975	-3.1597208665	-0.5692767032500003	0.498738821650313	1.0	kinesin inhibitor, kinesin-like spindle protein inhibitor kif11	other	BH across all 4,686 tested PRISM compounds
BRD-K29254801-001-14-7	thiram		JAK2	15	15	-1.86043427769	-1.29389047879	-0.5665437989	0.7715511878155722	1.0	 jak2	other	BH across all 4,686 tested PRISM compounds
BRD-K41859756-001-06-8	NVP-AUY922	HSP inhibitor	HSP90AA1, HSP90AB1	15	15	-2.85858628338	-2.3035532367	-0.5550330466800002	0.6186695570822622	1.0	hsp inhibitor hsp90aa1, hsp90ab1	other	BH across all 4,686 tested PRISM compounds
BRD-K25340465-001-11-1	OSI-930	KIT inhibitor, VEGFR inhibitor	KDR, KIT	14	13	-1.14010549058	-0.585201909506	-0.5549035810739998	0.4519575760931084	1.0	kit inhibitor, vegfr inhibitor kdr, kit	other	BH across all 4,686 tested PRISM compounds
BRD-K99113996-001-02-0	AZD2014	mTOR inhibitor	MTOR	16	15	-1.83627643643	-1.28184370577	-0.5544327306599999	0.6494132869819362	1.0	mtor inhibitor mtor	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-A28970875-300-04-9	puromycin	protein synthesis inhibitor	NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1	14	13	-3.51235149078	-2.97242159289	-0.53992989789	0.7524427599988597	1.0	protein synthesis inhibitor nhp2l1, rpl10l, rpl11, rpl13a, rpl15, rpl19, rpl23, rpl23a, rpl26l1, rpl3, rpl37, rpl8, rsl24d1	other	BH across all 4,686 tested PRISM compounds
BRD-K03601870-001-01-2	ixabepilone	microtubule stabilizing agent	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8	15	15	-3.37428464665	-2.83823100049	-0.5360536461600001	0.3400858902842717	1.0	microtubule stabilizing agent tuba1a, tuba1b, tuba1c, tuba3c, tuba3d, tuba3e, tuba4a, tubb, tubb1, tubb2a, tubb2b, tubb3, tubb4a, tubb4b, tubb6, tubb8	other	BH across all 4,686 tested PRISM compounds
BRD-K97101532-001-02-8	tezacaftor	CFTR channel agonist		16	15	-0.36552739321	0.169052634618	-0.534580027828	0.0085726227240264	1.0	cftr channel agonist 	other	BH across all 4,686 tested PRISM compounds
BRD-A68969091-001-12-7	echinomycin	DNA intercalating agent		14	15	-4.040990623955	-3.51395377413	-0.5270368498250004	0.9825901131969854	1.0	dna intercalating agent 	other	BH across all 4,686 tested PRISM compounds
BRD-K97752965-001-16-4	nicorandil	nitric oxide donor, potassium channel activator	KCNJ11	14	13	-0.643042933914	-0.116397685403	-0.526645248511	0.1147724816356793	1.0	nitric oxide donor, potassium channel activator kcnj11	other	BH across all 4,686 tested PRISM compounds
BRD-K69650333-003-14-0	idarubicin	topoisomerase inhibitor	TOP2A	15	14	-4.53946425925	-4.01303165327	-0.5264326059800002	0.2849490776846549	1.0	topoisomerase inhibitor top2a	other	BH across all 4,686 tested PRISM compounds
BRD-K77554836-001-11-6	triamcinolone	glucocorticoid receptor agonist	NR3C1, SERPINA6	14	13	-0.62560342948	-0.101738409196	-0.5238650202840001	0.0617262423351409	1.0	glucocorticoid receptor agonist nr3c1, serpina6	other	BH across all 4,686 tested PRISM compounds
BRD-K83699324-001-01-1	NMS-1286937	PLK inhibitor	FLT3, PLK1, PLK2, PLK3	14	15	-3.45187772408	-2.93534847125	-0.5165292528299998	0.498738821650313	1.0	plk inhibitor flt3, plk1, plk2, plk3	other	BH across all 4,686 tested PRISM compounds
BRD-K11927976-050-02-9	ER-27319	mediator release inhibitor, SYK inhibitor	SYK	14	15	-4.265774951915001	-3.75600529744	-0.5097696544750008	0.2849490776846549	1.0	mediator release inhibitor, syk inhibitor syk	other	BH across all 4,686 tested PRISM compounds
BRD-K03289018-001-02-7	CCT137690	Aurora kinase inhibitor	AURKA, AURKB, AURKC	15	15	-1.65208832631	-1.14710732774	-0.50498099857	0.6186695570822622	1.0	aurora kinase inhibitor aurka, aurkb, aurkc	other	BH across all 4,686 tested PRISM compounds
BRD-K31866293-001-01-6	TAK-632	RAF inhibitor	BRAF	15	15	-0.453328210833	0.0493744591232	-0.5027026699562	0.2133737070931183	1.0	raf inhibitor braf	other	BH across all 4,686 tested PRISM compounds
BRD-K95573441-001-01-2	PFK-015	phosphofructokinase inhibitor	PFKFB3	15	15	-1.48025064182	-0.978998821191	-0.5012518206290001	0.9669147771731936	1.0	phosphofructokinase inhibitor pfkfb3	other	BH across all 4,686 tested PRISM compounds
BRD-K04701033-001-04-7	VE-822	ATR kinase inhibitor	ATM, ATR, MTOR, PIK3CG	16	15	-0.5615803576780001	-0.061283930399	-0.500296427279	0.2435781049466789	1.0	atr kinase inhibitor atm, atr, mtor, pik3cg	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-A81129465-001-03-8	fenoprofen	prostaglandin inhibitor	PTGS1, PTGS2, SLC5A8	14	13	-0.600914383453	-0.101263372719	-0.499651010734	0.2749040632011746	1.0	prostaglandin inhibitor ptgs1, ptgs2, slc5a8	other	BH across all 4,686 tested PRISM compounds
BRD-K61496577-001-19-4	flumethasone	glucocorticoid receptor agonist	NR3C1, PLA2G1B	16	15	-0.135347541047	0.361242451034	-0.4965899920809999	0.0053238353415415	1.0	glucocorticoid receptor agonist nr3c1, pla2g1b	other	BH across all 4,686 tested PRISM compounds
BRD-K10362825-001-03-4	teniposide	topoisomerase inhibitor	TOP2A, TOP2B	14	13	-2.46433143561	-1.96784597761	-0.4964854580000002	0.3440159425802912	1.0	topoisomerase inhibitor top2a, top2b	other	BH across all 4,686 tested PRISM compounds
BRD-K13094524-001-07-5	PFI-1	bromodomain inhibitor	BRD4	14	13	-0.03112294350005	0.464180425881	-0.49530336938105	0.4519575760931084	1.0	bromodomain inhibitor brd4	other	BH across all 4,686 tested PRISM compounds
BRD-K18849474-001-04-4	dalcetrapib	cholesteryl ester transfer protein inhibitor	CETP	14	13	-0.215329740732	0.276447576607	-0.491777317339	0.1040291740572631	1.0	cholesteryl ester transfer protein inhibitor cetp	other	BH across all 4,686 tested PRISM compounds
BRD-K57886322-001-16-6	fluocinonide	glucocorticoid receptor agonist	NR3C1, SERPINA6, SMO	16	15	-0.2719331520875	0.217711932366	-0.4896450844535	0.0459134878416674	1.0	glucocorticoid receptor agonist nr3c1, serpina6, smo	other	BH across all 4,686 tested PRISM compounds
BRD-K73589401-001-23-6	corticosterone	mineralocorticoid receptor agonist	HSD11B1, NCOA1, NR3C2	15	15	-0.120356925905	0.366407635559	-0.486764561464	0.0201914149692042	1.0	mineralocorticoid receptor agonist hsd11b1, ncoa1, nr3c2	other	BH across all 4,686 tested PRISM compounds
BRD-A08660406-001-05-9	iodixanol	radiopaque medium		12	12	-0.6655707945195	-0.18961369043045	-0.4759571040890499	0.1409552191443714	1.0	radiopaque medium 	other	BH across all 4,686 tested PRISM compounds
BRD-K07612980-001-05-3	sparfloxacin	bacterial DNA gyrase inhibitor	TOP2A	14	13	-3.309876865005	-2.83887881755	-0.4709980474550002	0.4816636597724861	1.0	bacterial dna gyrase inhibitor top2a	other	BH across all 4,686 tested PRISM compounds
BRD-A11815689-001-01-1	proscillaridin-a			15	15	-4.05955960875	-3.59312056368	-0.46643904507	0.4807311104556225	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-K13183738-317-10-2	pentamidine	anti-pneumocystis agent	TRDMT1	15	15	-0.635229334236	-0.169338731028	-0.465890603208	0.3614963660708982	1.0	anti-pneumocystis agent trdmt1	other	BH across all 4,686 tested PRISM compounds
BRD-K78960041-001-03-2	oxaliplatin	DNA inhibitor		14	13	-1.0806686829449998	-0.617543700016	-0.4631249829289998	0.3198402344047556	1.0	dna inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K47878171-086-06-0	bephenium-hydroxynaphthoate	anthelmintic agent		15	14	-0.0510882493294	0.4083368523389999	-0.4594251016683999	0.0020918492890084	1.0	anthelmintic agent 	other	BH across all 4,686 tested PRISM compounds
BRD-K33622447-066-01-9	abemaciclib	CDK inhibitor	CDK4, CDK6	15	15	-0.0806294555034	0.37576096901	-0.4563904245134	0.6186695570822622	1.0	cdk inhibitor cdk4, cdk6	other	BH across all 4,686 tested PRISM compounds
BRD-K60348325-065-09-9	brilliant-green			14	15	-4.65279435944	-4.19931431701	-0.4534800424299998	0.9478034802354204	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-A35588707-001-05-5	teniposide	topoisomerase inhibitor	TOP2A, TOP2B	15	15	-2.75871133636	-2.30569448673	-0.45301684963	0.383732627662503	1.0	topoisomerase inhibitor top2a, top2b	other	BH across all 4,686 tested PRISM compounds
BRD-K64890080-001-13-8	BI-2536	PLK inhibitor	BRD4, PLK1, PLK2, PLK3	14	15	-2.293607268405	-1.84296595115	-0.4506413172550001	0.7434206976952524	1.0	plk inhibitor brd4, plk1, plk2, plk3	other	BH across all 4,686 tested PRISM compounds
BRD-K83257731-003-23-5	chloropyramine	histamine receptor antagonist	HRH1	15	15	-1.83191877813	-1.38248561903	-0.4494331591	0.8034625743147712	1.0	histamine receptor antagonist hrh1	other	BH across all 4,686 tested PRISM compounds
BRD-K28307902-001-21-7	flutamide	androgen receptor antagonist	AHR, AR	15	14	-0.246758264994	0.201282060051	-0.448040325045	0.0636173544421638	1.0	androgen receptor antagonist ahr, ar	other	BH across all 4,686 tested PRISM compounds
BRD-K81197548-003-01-4	NSC-632839	ubiquitin specific protease inhibitor	SENP2, USP1, USP2, USP7	15	15	-2.29662447588	-1.85352448646	-0.4430999894199998	0.5338294217441396	1.0	ubiquitin specific protease inhibitor senp2, usp1, usp2, usp7	other	BH across all 4,686 tested PRISM compounds
BRD-K36889451-001-01-1	tetramethylthiuram-monosulfide			14	15	-2.14106783096	-1.69858705818	-0.44248077278	0.2849490776846549	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-K45293975-001-02-0	7-hydroxystaurosporine	CDK inhibitor, CHK inhibitor, PKC inhibitor	CHEK1, MARK3, PDPK1	14	15	-3.641950839345	-3.20078566486	-0.441165174485	0.2135577286577691	1.0	cdk inhibitor, chk inhibitor, pkc inhibitor chek1, mark3, pdpk1	other	BH across all 4,686 tested PRISM compounds
BRD-K66538826-001-07-2	amuvatinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor	KIT, MET	14	15	-0.00793103643045	0.432859544709	-0.44079058113945	0.0424148805378999	1.0	flt3 inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, rad51 inhibitor, ret tyrosine kinase inhibitor kit, met	other	BH across all 4,686 tested PRISM compounds
BRD-K01669786-001-02-2	triapine	ribonucleotide reductase inhibitor	RRM1, RRM2	14	13	-1.037862261213	-0.597519965463	-0.4403422957499999	0.2749040632011746	1.0	ribonucleotide reductase inhibitor rrm1, rrm2	other	BH across all 4,686 tested PRISM compounds
BRD-K60025295-003-06-6	crystal-violet	other antibiotic		15	15	-2.61324610196	-2.17295962792	-0.4402864740400001	0.8357050269952793	1.0	other antibiotic 	other	BH across all 4,686 tested PRISM compounds
BRD-K39983086-001-06-1	loteprednol	glucocorticoid receptor agonist, phospholipase inhibitor	NR3C1	13	12	-0.0182307773956	0.4196422226824999	-0.4378730000780999	0.2011678163032102	1.0	glucocorticoid receptor agonist, phospholipase inhibitor nr3c1	other	BH across all 4,686 tested PRISM compounds
BRD-K59325863-001-03-6	delanzomib	proteasome inhibitor	CMA1, CTSG, CYP3A4, ELANE	14	13	-4.22929249555	-3.80178865908	-0.4275038364700001	0.865134745405447	1.0	proteasome inhibitor cma1, ctsg, cyp3a4, elane	other	BH across all 4,686 tested PRISM compounds
BRD-K00152668-001-01-5	adarotene	retinoid receptor agonist	RARB, RARG	15	15	-4.43322349027	-4.00577932052	-0.4274441697499993	1.0	1.0	retinoid receptor agonist rarb, rarg	other	BH across all 4,686 tested PRISM compounds
BRD-K76304753-003-21-1	phenazopyridine	local anesthetic	SCN1A	14	13	-0.2305432538405	0.195865654274	-0.4264089081145	0.1147724816356793	1.0	local anesthetic scn1a	other	BH across all 4,686 tested PRISM compounds
BRD-A79981887-003-16-4	midodrine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D	16	15	-0.6942571383830001	-0.26848747938	-0.425769659003	0.0720906178505376	1.0	adrenergic receptor agonist adra1a, adra1b, adra1d	other	BH across all 4,686 tested PRISM compounds
BRD-K49669041-001-08-4	BX-912	pyruvate dehydrogenase kinase inhibitor	CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1	15	14	0.219552425405	0.645011047016	-0.425458621611	0.7434206976952524	1.0	pyruvate dehydrogenase kinase inhibitor cdk2, chek1, gsk3b, kdr, pdk1, pdpk1	other	BH across all 4,686 tested PRISM compounds
BRD-K33814251-001-02-2	lubiprostone	chloride channel activator	CLCN2	14	15	0.019527662989325	0.444394178588	-0.424866515598675	0.01954700336517	1.0	chloride channel activator clcn2	other	BH across all 4,686 tested PRISM compounds
BRD-A21607826-003-05-1	medetomidine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C	15	14	0.1407819667	0.565371940533	-0.424589973833	0.0275242954639835	1.0	adrenergic receptor agonist adra1a, adra1b, adra1d, adra2a, adra2b, adra2c	other	BH across all 4,686 tested PRISM compounds
BRD-K09255212-001-16-6	clioquinol	chelating agent	OPRK1	14	13	-0.2228007770275	0.199188546794	-0.4219893238215	0.0240414388306085	1.0	chelating agent oprk1	other	BH across all 4,686 tested PRISM compounds
BRD-A02180903-001-04-5	betamethasone	glucocorticoid receptor agonist	NR3C1	15	15	0.027408997225	0.446813954204	-0.419404956979	0.4306479898480777	1.0	glucocorticoid receptor agonist nr3c1	other	BH across all 4,686 tested PRISM compounds
BRD-K79131256-001-17-9	albendazole	tubulin polymerization inhibitor	TUBA1A, TUBB, TUBB4B	16	15	-1.8791102437	-1.45982835609	-0.4192818876099999	0.5400804783898523	1.0	tubulin polymerization inhibitor tuba1a, tubb, tubb4b	other	BH across all 4,686 tested PRISM compounds
BRD-K85337334-004-02-6	otilonium	acetylcholine receptor antagonist	CACNA1C	14	13	-0.3324720348215	0.0843752681469	-0.4168473029684	0.0070769419784043	1.0	acetylcholine receptor antagonist cacna1c	other	BH across all 4,686 tested PRISM compounds
BRD-K40255344-001-17-6	tyrphostin-A9	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor		16	15	-0.4313607065779999	-0.0171394166746	-0.4142212899033999	0.6494132869819362	1.0	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K57754230-001-02-7	EPZ005687	histone lysine methyltransferase inhibitor	EZH2	15	15	-0.304668245387	0.109171588263	-0.41383983365	0.1353821100456067	1.0	histone lysine methyltransferase inhibitor ezh2	other	BH across all 4,686 tested PRISM compounds
BRD-K21528677-001-02-8	desonide	glucocorticoid receptor agonist	NR3C1, PLA2G1B	14	13	-1.0169219203115	-0.605812337603	-0.4111095827084998	0.4816636597724861	1.0	glucocorticoid receptor agonist nr3c1, pla2g1b	other	BH across all 4,686 tested PRISM compounds
BRD-A26711594-003-10-6	nicardipine	calcium channel blocker	ADORA3, ADRA1A, ADRA1B, ADRA1D, CACNA1C, CACNA1D, CACNA2D1, CACNB2, CALM1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, PDE1A, PDE1B	16	15	-0.242314932539	0.168184805799	-0.410499738338	0.6781060747462503	1.0	calcium channel blocker adora3, adra1a, adra1b, adra1d, cacna1c, cacna1d, cacna2d1, cacnb2, calm1, chrm1, chrm2, chrm3, chrm4, chrm5, pde1a, pde1b	other	BH across all 4,686 tested PRISM compounds
BRD-A74975734-004-10-7	homatropine	acetylcholine receptor antagonist	CES1, CHRM1	15	15	-0.380527623188	0.0262029438353	-0.4067305670232999	0.0042099460286678	1.0	acetylcholine receptor antagonist ces1, chrm1	other	BH across all 4,686 tested PRISM compounds
BRD-K89072800-001-01-8	2-TEDC	lipoxygenase inhibitor	ALOX12	15	15	0.0477457254348	0.453389373467	-0.4056436480322	0.0279250573533074	1.0	lipoxygenase inhibitor alox12	other	BH across all 4,686 tested PRISM compounds
BRD-K24556098-001-16-7	deoxycorticosterone-acetate	progestogen hormone	NR3C2	14	13	-0.1747682122675	0.229266556261	-0.4040347685285	0.4233159874752107	1.0	progestogen hormone nr3c2	other	BH across all 4,686 tested PRISM compounds
BRD-K54936858-001-01-6	DMP-777	elastase inhibitor	MPO	14	13	-0.4161416721615	-0.015237427345	-0.4009042448165	0.0347819484147747	1.0	elastase inhibitor mpo	other	BH across all 4,686 tested PRISM compounds
BRD-K81839095-001-25-1	estrone	estrogen receptor agonist, estrogenic hormone	ESR1, ESR2	14	13	-0.298845426988	0.10139259413	-0.400238021118	0.152280758377595	1.0	estrogen receptor agonist, estrogenic hormone esr1, esr2	other	BH across all 4,686 tested PRISM compounds
